hostname,st_spectype,st_mass,st_teff,st_rad,st_lum,st_logg,st_met,sy_dist
"Kepler-58",,1.017000,6100.00,1.083000,,4.376000,-0.1200,969.25200000
"Kepler-117",,1.180000,6085.00,1.568000,,,0.0300,1455.57000000
"WISPIT 2",,1.080000,4400.00,1.418000,-0.15552,4.000000,,134.90700000
"K2-199",,0.717000,4550.00,0.701485,-0.72122,4.601550,,107.51800000
"WASP-78",,1.330000,6100.00,2.200000,,3.880000,,754.25800000
"Kepler-58",,1.040000,6082.00,1.090000,,4.380000,,969.25200000
"Kepler-111",,1.125000,5905.00,1.105000,,,0.2200,657.22300000
"GJ 3929",,0.313000,3384.00,0.320000,-1.96257,4.890000,-0.0200,15.80950000
"Kepler-1792",,0.990000,5029.00,1.120000,,4.330000,,601.02900000
"Kepler-851",,0.940000,5803.00,0.980000,,4.430000,,839.25500000
"TOI-1782",,0.680000,4336.00,0.669000,,,,95.26490000
"TOI-4641",,1.410000,6560.00,1.720000,0.69461,4.110000,-0.0900,86.35010000
"Kepler-757",,1.010000,5667.00,1.247850,0.16044,4.250060,,1068.68000000
"Kepler-1379",,0.920000,5068.00,0.790000,,4.610000,,971.32500000
"Kepler-40",,1.460000,6510.00,2.480000,,,0.1000,2305.01000000
"Kepler-314",,1.024000,5501.00,0.951000,,4.490000,,268.88100000
"Kepler-1746",,1.135000,6169.00,1.168000,,4.358000,,979.54100000
"Kepler-1257",,0.996000,5806.00,0.899000,,4.528000,-0.0400,1105.95000000
"TrES-5",,0.860000,5115.00,0.910631,-0.29124,4.453880,0.2300,360.31300000
"HD 189733",,0.806000,5040.00,0.756000,,,-0.0300,19.76380000
"HD 189733","G5",0.760000,4939.00,0.800000,-0.46900,4.530000,,19.76380000
"GJ 536",,0.505730,3674.00,0.507819,-1.37333,4.730570,,10.40920000
"Kepler-149",,0.930000,5380.49,1.003150,-0.11929,4.403820,0.3805,571.03400000
"WASP-114 B",,0.584926,4050.00,0.596137,-1.06479,4.654480,,414.35400000
"Kepler-656",,0.860000,5281.00,0.820000,,4.560000,-0.0400,890.35200000
"XO-4",,1.100000,6397.00,1.450000,,4.180000,-0.0400,272.65500000
"HD 114386",,0.750000,5040.00,0.670000,-0.59000,4.190000,-0.1800,27.92430000
"WASP-5",,1.004000,5700.00,1.077000,,4.375000,0.0900,309.13700000
"WASP-5",,1.033000,5770.00,1.088000,,4.379000,0.0900,309.13700000
"HAT-P-6",,1.260000,6855.00,0.860000,,4.690000,-0.0800,275.35800000
"Kepler-93",,1.090000,5669.00,0.980000,,4.470000,-0.1800,95.91150000
"TOI-4336 A","M3.5+/-0.5",0.331000,3298.00,0.328000,-1.94310,4.927000,-0.2090,22.54550000
"HD 111998",,1.330000,6503.52,1.412890,0.50750,4.261700,,33.22370000
"Kepler-304",,0.828000,4910.00,0.892000,,4.455000,0.5600,434.68400000
"Kepler-1071",,0.528000,4932.00,0.492000,,4.777000,-2.5000,1042.27000000
"KELT-20","A2",1.890000,8980.00,1.600000,,4.310000,-0.0200,136.42600000
"TOI-1130",,0.660000,4236.00,0.741921,-0.79677,4.516900,,58.26090000
"Kepler-423",,0.996000,5970.00,0.908000,,4.521000,-0.1800,758.75300000
"WASP-121",,1.330000,6628.00,1.461000,,4.251000,0.1700,269.89800000
"HD 11506","G0 V",1.240000,6055.00,1.330000,0.32800,4.300000,0.2900,51.26100000
"Kepler-1991",,0.941000,5486.00,0.961000,,,0.1400,855.82000000
"HD 209458",,1.230000,6091.00,1.190000,,4.450000,0.0100,48.30160000
"TOI-4588",,2.060000,8002.00,2.920000,,3.820000,,225.18100000
"TOI-1470","M1.5 V",0.471000,3709.00,0.469000,-1.42481,4.770000,0.0000,51.95030000
"TOI-1135","G0",1.125000,6122.00,1.160000,0.23096,4.560000,0.0000,114.04800000
"Kepler-491",,1.044000,5522.00,0.984000,,,0.3700,630.78500000
"HD 95338",,0.848000,5097.00,0.868000,,4.440000,0.0800,36.99410000
"HD 152843",,1.150000,6310.00,1.430000,,4.190000,-0.1600,107.89800000
"eps Ind A",,0.730000,4611.06,0.738002,-0.65399,4.565270,-0.1340,3.63857000
"Kepler-603",,1.242000,5854.00,1.546000,,,0.3400,1539.63000000
"K2-157",,0.930000,5377.00,0.920826,-0.19479,4.478200,,298.37300000
"HD 116029",,0.830000,4819.00,4.890000,,2.980000,0.0900,123.24500000
"Kepler-462",,1.590000,7070.00,2.040000,,4.020000,-0.0600,596.62500000
"HD 102329",,1.300000,4745.00,,,2.960000,0.0500,217.10700000
"eps Ind A","K5 V",0.760000,4760.00,0.679000,,5.250000,0.2200,3.63857000
"Kepler-230",,0.844000,5586.00,0.798000,,4.560000,-0.3000,740.75400000
"Kepler-1575",,0.950000,5667.00,0.920000,,4.490000,-0.0700,1246.92000000
"Kepler-1026",,0.700000,4867.00,0.690000,,4.610000,,351.23900000
"GJ 682","M3.5 V",0.270000,3028.00,,-2.69897,,,5.00671000
"WASP-138",,1.220000,6272.00,1.360000,,4.250000,-0.0900,414.23400000
"K2-174",,0.668401,4500.00,0.639080,,4.620000,-0.2400,99.92930000
"Kepler-1597",,1.250000,6377.00,1.390000,,4.240000,0.0200,1221.05000000
"2MASS J16262774-2527247",,0.444000,3472.00,0.578902,-1.35778,4.560240,,137.73400000
"Kepler-1212",,1.080000,6134.00,0.990000,,4.480000,,1316.57000000
"HATS-52",,1.111000,6010.00,1.046000,0.06819,4.445000,,555.13400000
"1RXS J160929.1-210524","K7 V",0.850000,4060.00,,-0.37000,,,139.13500000
"Kepler-813",,1.050000,6061.00,0.970000,,4.486000,-0.1000,
"Kepler-301",,0.944000,5814.00,0.881000,,4.523000,-0.1800,719.16600000
"HAT-P-31",,1.310000,6065.00,1.390000,,4.260000,0.1500,344.05000000
"Kepler-1491",,1.010000,5880.00,0.917000,,4.518000,-0.0600,2065.59000000
"WASP-22",,1.109000,5958.00,1.219000,,,,317.65200000
"TOI-5319","M",0.500000,3580.00,0.485000,-1.45905,4.500000,,61.17100000
"Kepler-94",,0.810000,4781.00,0.760000,,4.590000,0.3400,191.90400000
"Kepler-30",,0.986000,5485.00,0.867000,,4.556000,0.2100,914.22100000
"Kepler-102",,0.734000,4812.00,0.755000,,4.548000,0.0200,107.79600000
"TOI-733","G",0.956000,5585.00,0.949000,-0.08619,4.470000,-0.0400,75.20920000
"K2-332",,0.270000,3315.00,0.280000,,4.970000,0.0900,123.20200000
"Kepler-1987",,0.730000,4601.00,0.670000,,4.650000,,595.68300000
"K2-89",,0.347000,3691.00,0.318000,,4.965000,,86.03860000
"Kepler-638",,0.848000,5446.00,1.593000,,3.961000,-0.3600,991.21400000
"LSPM J2116+0234","M3.0 V",0.430000,3475.00,0.431000,-1.69897,4.950000,-0.0500,17.62970000
"TOI-5882",,1.549000,6060.00,2.334000,0.82282,3.892000,0.2500,416.10400000
"HD 167042",,1.580000,5021.00,4.160000,0.72000,3.510000,0.0100,49.66330000
"Kepler-1601",,1.032000,5991.00,1.092000,,4.375000,-0.0200,644.45600000
"Kepler-551",,0.510000,3797.00,0.480000,,4.783000,-0.1000,311.17500000
"Kepler-962",,0.743000,5408.00,0.696000,,4.624000,-0.5800,411.48600000
"TOI-1062",,0.890000,5232.00,0.887336,-0.27446,4.491280,,82.17330000
"Kepler-953",,1.091000,5689.00,1.039000,,4.440000,,258.89300000
"WASP-58",,1.060000,5800.00,1.220000,,4.270000,-0.4500,290.40400000
"Kepler-686",,0.901000,5934.00,0.893000,,4.491000,-0.3800,1490.94000000
"Kepler-1600",,0.929000,5303.00,0.828000,,4.571000,0.1800,1030.81000000
"TOI-2076",,0.824000,5200.00,0.770000,,4.450000,-0.0900,41.90910000
"K2-233",,0.790000,5033.00,0.710000,,4.640000,-0.0900,67.50620000
"Kepler-296",,0.380000,3517.00,0.370000,,4.881000,-0.0700,
"Kepler-26",,0.550000,3887.00,0.530000,,4.730000,-0.0800,335.30700000
"WASP-18",,1.245000,6332.00,1.256100,0.35889,4.340000,0.0800,123.48300000
"TOI-1180",,0.750000,4738.00,0.730000,,,,72.02380000
"Kepler-58",,1.017000,6100.00,1.083000,,4.376000,-0.1200,969.25200000
"Kepler-1998",,0.933000,5740.00,0.910000,,4.490000,,340.96500000
"HD 33142",,1.780000,5009.00,3.970000,,3.490000,0.0000,121.37500000
"TOI-6692",,1.047000,5890.00,1.385000,0.31806,4.176000,-0.0080,312.90300000
"Kepler-1511",,1.333000,6602.00,1.685000,,4.108000,-0.1200,1475.60000000
"Kepler-603",,0.983000,5960.00,0.906000,,4.516000,-0.2000,1539.63000000
"NGTS-21",,0.740000,4650.00,0.828853,-0.53854,4.470340,,592.89100000
"WASP-1",,1.301000,6110.00,1.517000,,,0.2600,393.07200000
"HD 183579",,1.040000,5783.54,0.974669,-0.01882,4.477390,-0.0526,57.26510000
"K2-98",,1.155595,6095.00,1.508200,,4.090000,-0.1000,518.62500000
"K2-341",,0.980000,5817.00,1.160000,,4.300000,-0.0500,421.40800000
"Kepler-1921",,1.251000,6120.00,2.000000,,3.934000,0.0200,928.98900000
"Kepler-102",,0.806000,4900.00,0.741000,,4.602000,0.0800,107.79600000
"Kepler-1491",,1.010000,5880.00,0.917000,,4.518000,-0.0600,2065.59000000
"HAT-P-27","G8",0.945000,5300.00,0.898000,-0.24400,4.510000,0.2900,199.17300000
"CoRoT-19",,1.181000,6090.00,1.576000,,4.115000,-0.0200,790.66300000
"Kepler-50",,1.280000,6280.00,1.590000,,4.140000,0.0100,250.11000000
"Kepler-1307",,1.100000,6242.00,1.080000,,4.410000,,1014.62000000
"K2-81",,0.772000,4784.00,0.756173,-0.56890,4.568440,,252.31800000
"WASP-45","K2 V",0.904000,5100.00,0.917000,,4.470000,0.5000,211.19600000
"Kepler-743",,0.961000,5530.00,0.845000,,4.567000,0.0700,278.98700000
"Kepler-1072",,1.213000,6343.00,1.137000,,4.411000,0.0700,982.71600000
"HATS-62",,0.896000,5416.00,0.933000,-0.17328,4.451000,0.1330,523.06700000
"WASP-24 Ba",,0.490783,3355.00,0.492689,-1.55739,4.743810,,340.55500000
"Kepler-165",,0.864000,5081.00,0.770000,,4.596000,0.1200,560.88500000
"K2-52",,1.691000,7147.00,2.192000,,3.979000,0.0550,1038.41000000
"Kepler-772",,0.928000,5721.00,1.212000,,4.239000,-0.0600,1130.21000000
"HAT-P-6",,1.290000,6570.00,1.460000,,,-0.1300,275.35800000
"Kepler-685",,1.010000,5717.00,1.057000,,4.394000,0.1800,938.71500000
"Kepler-1718",,0.846000,5731.00,0.906000,,4.451000,-0.3200,375.52200000
"KOI-134",,1.389000,6236.00,1.706000,,,0.2800,1159.21000000
"LTT 1445 A","M2.5V",0.300000,3697.00,0.240000,-2.00000,,,6.86929000
"HAT-P-41",,1.280000,6479.00,1.190000,,4.390000,0.1300,348.18500000
"HD 106315",,1.119172,6321.00,1.273595,,4.190000,-0.2300,109.35300000
"LTT 1445 A",,0.249439,3384.00,0.275953,-2.04591,4.953360,,6.86929000
"HIP 41378",,1.261000,6352.33,1.308830,0.40019,4.305020,0.0210,106.28900000
"TOI-2567",,1.130000,5611.00,1.686000,0.40483,4.044000,0.2410,504.77500000
"Kepler-1317",,0.874000,5216.00,0.790000,,4.584000,0.0600,728.30300000
"TOI-4479",,0.422022,3449.00,0.427389,-1.63289,4.801760,,80.65320000
"TOI-1768",,1.104000,5994.00,1.095770,0.14500,4.401600,,157.59700000
"HIP 116454",,0.810000,5089.00,0.720000,,4.590000,-0.1600,62.44910000
"Kepler-1655",,1.032000,6134.00,1.042000,,4.416000,-0.2400,213.26000000
"K2-385",,0.927000,4844.00,0.761000,,4.640000,-0.2240,420.81900000
"HD 94771","G3/G5 V",1.200000,5631.00,1.903000,0.51587,3.940000,0.2200,57.78070000
"Kepler-1293",,1.177000,6528.00,1.155000,,4.384000,-0.1600,1028.16000000
"Kepler-844",,0.620000,3965.18,0.734025,-0.92083,4.499040,-0.3230,431.77600000
"WASP-4",,0.870000,5500.00,0.900000,,4.450000,0.0000,267.20600000
"TOI-3877",,1.010000,5662.20,1.551050,0.34789,4.061140,0.2020,493.77000000
"Gl 410","K",0.480000,3779.00,0.570000,-1.22200,,,11.93240000
"Kepler-1423",,0.926000,5011.00,1.781000,,3.903000,0.0700,
"KOI-94",,1.081000,6098.00,1.297000,,4.247000,-0.0200,477.05200000
"KELT-2 A",,1.540000,6327.00,1.930000,,4.500000,0.0000,134.05800000
"Kepler-1801",,0.950000,5455.00,0.866395,-0.22269,4.540360,,839.33200000
"TOI-1181",,1.160000,6122.00,1.926630,0.67187,3.932930,,302.81900000
"TOI-521","M3",0.420000,3544.00,0.421000,-1.59860,4.970000,-0.1200,60.94250000
"TOI-1266","M2",0.437000,3563.00,0.423200,-1.58021,4.826000,-0.1090,36.01180000
"Kepler-1876",,1.067000,5886.33,1.575560,0.42894,4.071360,-0.0663,259.93500000
"TOI-2407",,0.548000,3530.00,0.567000,-1.34872,,0.2100,92.43660000
"Kepler-1856",,0.790000,4864.00,0.962367,-0.33065,4.369010,,848.76000000
"Kepler-214",,1.120000,6036.57,1.646160,0.51080,4.054340,-0.0910,1208.44000000
"TOI-4465","G V",0.930000,5545.00,1.014000,,4.379000,-0.0600,121.13900000
"TOI-4465",,0.979000,5557.00,0.992285,-0.07267,4.435580,,121.13900000
"Kepler-107",,1.142000,5851.00,1.411000,,4.192000,0.2700,525.99700000
"Ross 176","K7 V",0.577000,4041.00,0.569000,-1.10891,5.070000,-0.1900,46.44880000
"TOI-5542","G3 V",0.890000,5700.00,1.058000,1.05700,4.200000,-0.2100,348.84900000
"Kepler-58",,1.017000,6100.00,1.083000,,4.376000,-0.1200,969.25200000
"TOI-237",,0.180288,3210.00,0.211299,-2.36949,5.044240,,38.07490000
"WASP-18","F6",1.240000,6400.00,1.360000,,4.400000,0.0000,123.48300000
"TIC 166184426",,0.289172,3327.00,0.310970,-1.97166,4.913790,-0.4942,22.47310000
"XO-2 N",,0.902000,5267.00,1.084950,-0.08823,4.322460,0.3800,154.27300000
"WASP-13",,1.187000,5989.00,,,4.160000,0.0000,227.53700000
"HD 80606","G5",0.958000,5573.00,,,,0.4700,66.47110000
"CoRoT-1",,1.260000,6355.07,1.290270,0.38854,4.317080,0.0656,787.90900000
"Kepler-1481",,0.765000,4922.00,0.795000,,4.521000,0.0800,459.07600000
"Kepler-62",,0.727000,4926.00,0.662000,,4.653000,-0.3600,300.87400000
"Kepler-61",,0.596000,4014.00,0.596000,,4.663000,0.0200,335.07900000
"XO-4",,1.285000,6397.00,1.530000,,4.178000,-0.0400,272.65500000
"TIC 393818343",,1.000000,5657.00,1.099930,0.04777,4.355340,,93.73450000
"WASP-119","G5",1.020000,5650.00,1.200000,,4.260000,0.1400,302.44800000
"TOI-6034",,0.514000,3635.00,0.489000,-1.40340,4.770000,-0.0900,117.99200000
"HD 80606",,1.040000,5574.00,,,4.460000,0.3200,66.47110000
"Kepler-249",,0.440000,3568.00,0.420000,,4.835000,0.0200,190.40100000
"Kepler-970",,0.646000,4334.00,0.653000,,4.618000,-0.0600,331.54500000
"Kepler-855",,0.946000,5847.00,1.135000,,4.304000,-0.1200,1506.58000000
"Kepler-972",,1.150000,6146.00,1.220000,,4.330000,0.0400,1198.03000000
"Kepler-289",,0.998000,5933.00,1.115000,,4.342000,-0.0600,704.43800000
"Kepler-250",,0.798000,5029.00,0.838000,,4.494000,0.1400,760.58500000
"Kepler-1611",,0.940000,5605.00,0.930000,,4.490000,0.0100,908.44400000
"Kepler-1802",,0.619000,4141.00,0.608000,,4.663000,-0.0400,636.69400000
"Kepler-290",,0.840000,5142.00,0.755000,,4.602000,-0.0600,694.62700000
"rho CrB",,1.050000,5833.00,1.318120,0.25817,4.219350,-0.1700,17.46710000
"Kepler-1388",,0.605000,3891.00,0.564000,,4.718000,0.2100,453.79500000
"K2-147",,0.583000,3672.00,0.554000,-1.29243,4.720000,0.1900,90.54940000
"HR 810",,1.340000,6167.00,1.130000,,4.460000,0.1600,17.31810000
"HD 160691",,1.080000,5807.00,,,4.370000,0.2630,15.59810000
"Kepler-85",,0.971000,5695.00,0.872000,,4.545000,-0.0200,765.02500000
"Kepler-1028",,0.937000,5662.00,0.840000,,4.560000,-0.1200,607.91600000
"Kepler-1716",,0.701000,4789.00,0.649000,,4.660000,,195.43900000
"K2-110","K3 V",0.738000,5010.00,0.713000,,4.600000,-0.3400,116.47400000
"TOI-1266",,0.431082,3618.00,0.435666,-1.53312,4.794320,,36.01180000
"Kepler-55",,0.610000,4362.00,0.580000,,4.700000,,578.79600000
"TIC 18942729",,0.652000,4169.07,0.825257,-0.73197,4.419140,0.0118,115.16900000
"Kepler-1728",,0.748000,5073.00,0.740000,,4.570000,,651.78300000
"TIC 77552382",,0.830000,5002.00,0.886956,-0.35293,4.461340,,373.41500000
"K2-261","G7 IV/V",1.100000,5537.00,1.650000,,4.210000,0.3600,213.28300000
"Kepler-415",,0.590000,4362.00,0.554000,,4.722000,-0.5000,530.48700000
"Kepler-212",,1.166000,5913.00,1.160000,,4.370000,,687.19400000
"TOI-2796",,0.950000,5449.49,1.382850,0.18167,4.134240,-0.0651,350.34300000
"KOI-94",,1.081000,6098.00,1.297000,,4.247000,-0.0200,477.05200000
"Kepler-84",,0.987000,6036.00,1.131000,,4.326000,-0.1800,1023.90000000
"Kepler-1838",,1.082000,6006.00,1.257000,,4.274000,0.0600,451.24200000
"Kepler-49",,0.630000,4079.00,0.600000,,4.680000,0.0300,311.22200000
"Kepler-638",,0.848000,5446.00,1.593000,,3.961000,-0.3600,991.21400000
"Kepler-1137",,1.500000,6807.00,1.840000,,4.080000,0.0500,921.77800000
"Kepler-1570",,0.990000,5586.00,1.720200,0.41425,3.962550,,918.99500000
"Kepler-1609",,1.044000,5802.00,1.316000,,4.218000,0.1400,1826.04000000
"Kepler-426",,0.839000,5535.00,0.889000,,,-0.1700,843.69500000
"TOI-3288","M0&plusmn;0.5",0.643000,4072.00,0.672000,-0.95195,4.592000,0.6500,200.50000000
"WASP-59","K5 V",0.719000,4650.00,0.613000,,4.720000,-0.1500,115.93600000
"Kepler-43",,1.170000,5988.00,1.300000,,4.270000,0.2400,1005.84000000
"HD 38283",,1.370000,5981.00,1.490000,,4.230000,-0.1800,38.06150000
"HATS-54",,1.097000,5702.00,1.317000,0.21245,4.240000,0.3960,748.58500000
"Kepler-1859",,0.990000,5938.00,1.090000,,4.360000,,1331.25000000
"HAT-P-2",,1.340000,6414.00,1.540000,,4.180000,0.0400,127.77400000
"TrES-1",,0.896000,5242.82,0.857369,-0.30071,4.524040,0.0414,159.65800000
"WASP-3",,1.240000,6400.00,1.310000,,4.250000,0.0000,231.16100000
"TOI-1227",,0.437175,3055.00,0.441280,-1.81583,4.789290,,100.64100000
"Kepler-162",,1.120000,6089.00,1.200000,,4.330000,0.0300,855.64100000
"Kepler-970",,0.670000,4399.00,0.640000,,4.660000,,331.54500000
"TOI-1759",,0.609617,3960.00,0.627046,-1.05993,4.628530,,40.06540000
"TIC 166184426","M3.5+/-0.5",0.314000,3255.00,0.318000,-1.99140,4.930000,-0.2100,22.47310000
"TOI-201","F",1.320000,6423.00,1.310000,0.41664,,,113.82500000
"K2-349",,0.540000,4385.00,0.490000,,4.780000,-0.6600,453.56700000
"HAT-P-19",,0.831000,5007.00,0.795696,-0.44550,4.556170,0.3200,202.07800000
"Kepler-1015",,1.280000,6390.10,1.552620,0.55886,4.163150,-0.0730,739.35700000
"TOI-2525","K8 V",0.849000,5096.00,0.785000,-0.44009,4.580000,0.1400,395.39800000
"HD 13808","K2V",0.780000,5034.00,0.820000,-0.40900,4.500000,,28.23050000
"Kepler-1670",,1.120000,6243.00,1.030000,,4.460000,,2065.98000000
"Kepler-167",,0.776000,4799.00,0.692000,,4.631000,-0.0200,341.90800000
"TOI-1184",,0.727100,4617.00,0.697200,-0.70115,4.612000,0.0170,58.59460000
"TOI-2346",,1.271000,6480.00,1.380000,0.48144,4.265000,-0.0300,437.48400000
"Kepler-1126",,0.935000,6106.00,0.844000,,4.556000,-0.5000,635.73600000
"WASP-44",,0.960000,5480.00,0.963912,-0.12211,4.452260,,364.51200000
"TOI-5616",,0.666000,3996.00,0.646000,-0.99268,4.670000,0.1400,390.41500000
"HD 189733",,0.840000,5050.00,0.752000,,4.610000,-0.0300,19.76380000
"Kepler-222",,0.945000,5431.00,0.843000,,4.563000,0.1200,758.85400000
"TOI-1743","M4 V",0.339000,3277.00,0.338000,,4.909000,0.2200,41.27580000
"Kepler-1814",,0.790000,4922.00,0.823000,,4.505000,0.2000,726.34600000
"Kepler-876",,0.830000,5157.00,0.904000,,4.445000,0.1800,820.91300000
"Kepler-941",,0.920000,5753.00,0.950000,,4.450000,,1088.36000000
"HD 28471","G5 V",0.980000,5766.00,1.080000,,4.380000,-0.0400,43.64550000
"Kepler-949",,0.817000,5211.00,0.895000,,4.447000,0.0800,486.10500000
"HAT-P-13",,1.220000,5653.00,1.560000,,,0.4100,246.81000000
"K2-167",,1.020000,5908.00,1.499000,,3.880000,,80.89940000
"SPECULOOS-3",,0.101561,2822.00,0.126321,-3.04015,5.241840,,
"DMPP-4","F7V",1.300000,6266.00,1.420000,0.45000,,,25.32840000
"K2-79",,1.010000,5853.00,1.247000,,4.180000,0.0000,256.01100000
"Kepler-1093",,1.011000,6429.00,1.262000,,4.241000,-0.4600,1072.88000000
"Kepler-1304",,0.756000,5295.00,0.821000,,4.487000,-0.2400,2176.08000000
"Kepler-1817",,0.770000,5294.00,0.680000,,4.670000,,748.56900000
"Kepler-1049",,0.510000,3864.00,0.490000,,4.770000,-0.3300,162.00600000
"TOI-5716",,0.190000,3436.00,0.220000,,,-0.5400,39.41220000
"CoRoT-21",,1.290000,6200.00,1.950000,,,0.0000,
"Kepler-1096",,0.625000,4229.00,0.615000,,4.655000,-0.1200,377.97600000
"Kepler-1649",,0.096000,2703.00,0.118000,,5.274000,0.0000,92.19130000
"Kepler-36",,1.009000,5919.00,1.585000,,4.042000,-0.2000,527.95600000
"HD 104985","G9 III",2.300000,4877.00,11.000000,1.77815,2.850000,-0.1500,100.57600000
"TOI-5799",,0.337000,3514.00,0.328000,-1.82974,4.932000,-0.0800,27.81230000
"WASP-38",,1.760000,6180.00,1.520000,,4.250000,-0.0200,136.24000000
"WASP-14",,1.620000,6475.00,1.400000,,4.070000,0.0000,161.99700000
"WASP-12 B",,0.640000,4111.00,0.705881,-0.89205,4.546780,,2112.16000000
"Kepler-1483",,1.069000,6328.00,1.013000,,4.456000,-0.2800,1273.78000000
"rho CrB",,0.950000,5835.00,,,4.400000,-0.2100,17.46710000
"HD 68988",,1.060000,5866.00,1.246720,0.21960,4.271830,0.3000,60.84470000
"Kepler-784",,1.062000,5611.00,1.791000,,3.958000,0.0200,1303.72000000
"Kepler-845",,0.754000,4911.00,0.783000,,4.529000,0.0400,431.05100000
"Kepler-31",,1.185000,6505.00,1.163000,,4.381000,-0.1200,1664.64000000
"HD 114386",,0.680000,4875.00,,,4.690000,0.0000,27.92430000
"Kepler-1887",,0.945000,5751.00,0.854000,,4.552000,-0.1400,1366.18000000
"Kepler-530",,0.932000,5607.00,0.863000,,4.536000,-0.0400,457.70900000
"Kepler-11",,0.984000,5685.00,1.060000,,4.380000,,646.34600000
"TOI-2445",,0.250000,3333.00,0.270000,,4.970000,,48.58200000
"Kepler-211",,0.914000,5174.00,1.750000,,3.910000,,309.35300000
"Kepler-745",,1.035000,5782.00,1.220000,,4.280000,0.1600,1780.38000000
"Kepler-850",,1.060000,6185.00,0.991000,,4.472000,-0.1800,1661.28000000
"KOI-217",,0.970000,5525.00,0.880000,,4.530000,0.1200,914.69900000
"XO-4",,1.285000,6397.00,1.531000,,4.177000,-0.0400,272.65500000
"TOI-4311","K",0.816000,5063.00,0.844100,-0.37469,4.442000,-0.0650,134.98800000
"TOI-201","F6 V",1.316000,6394.00,1.317000,0.41497,4.318000,0.2400,113.82500000
"Kepler-204",,1.050000,6098.00,1.070000,,4.400000,,686.72300000
"Kepler-230",,0.846000,5588.00,0.796000,,4.563000,-0.3000,740.75400000
"Kepler-985",,0.877000,5425.00,0.792000,,,0.0000,679.36100000
"Kepler-208",,1.123000,6220.00,1.328000,,4.242000,0.0200,775.32800000
"WASP-18",,1.460000,6431.00,1.290000,,4.470000,0.1300,123.48300000
"WASP-127",,1.080000,5620.00,1.390000,,4.180000,-0.1800,159.50700000
"TOI-4311",,0.872000,5159.00,0.850729,-0.33546,4.519000,,134.98800000
"HD 208487",,1.181000,6146.00,,0.19948,4.480000,0.0800,45.14700000
"HD 10647","F9 V",1.110000,6218.00,1.100000,0.14900,4.620000,0.0000,17.33570000
"Kepler-1640",,1.345000,6266.00,1.630000,,4.142000,0.2600,1859.78000000
"Kepler-363",,1.284000,5759.00,2.127000,,3.891000,0.3000,762.59600000
"Kepler-769",,1.070000,6225.00,1.009000,,4.461000,-0.1800,1169.57000000
"WASP-7",,1.260000,6621.00,0.920000,,4.620000,0.1200,162.30300000
"Kepler-6",,1.114000,5647.00,1.261000,,,0.3400,587.03900000
"Kepler-290",,0.848000,5153.00,0.759000,,4.602000,-0.0400,694.62700000
"TrES-3",,0.921000,5650.00,0.823500,,4.571000,-0.1900,231.33700000
"K2-151 A",,0.700000,4490.00,0.677978,-0.77389,4.620730,,68.12330000
"WASP-12",,1.380000,6250.00,1.619000,,4.159000,0.3200,427.24600000
"TOI-2719",,1.020000,5701.00,1.693730,0.43619,3.988980,,588.36800000
"Kepler-234",,1.110000,6003.00,1.150000,,4.360000,0.0900,1733.10000000
"Kepler-1679",,0.960000,5501.00,0.873196,-0.20132,4.538120,,909.28000000
"WASP-66",,1.300000,6600.00,1.750000,,,-0.3100,500.25800000
"Kepler-762",,1.090000,6075.00,1.030000,,4.450000,,1898.26000000
"Kepler-1598",,1.032000,6164.00,1.090000,,4.378000,-0.1200,619.86200000
"Kepler-1980",,0.902000,5853.00,0.830000,,4.555000,-0.3600,1709.40000000
"HAT-P-24",,1.191000,6373.00,1.322000,,,-0.1600,415.34400000
"TOI-4633","G V",1.100000,5800.00,1.050000,,,,95.20160000
"Kepler-1082",,0.929000,6081.00,0.835000,,4.563000,-0.5000,739.55700000
